 Razón Social , Empleado Venta , Almacén , Cliente Nombre , Cliente Doc. , #-DOC , # Doc. Relacionado , Fecha , Hora , Tip. Doc. , Unidad , Cantidad , Precio de Venta , IGV , Total , Descuento aplicado (%) , Conversión , Moneda , Codigo SKU , Cod. alternativo , Marca , Categoría , Características , Nombre , Descripción , Proveedor , Precio de costo , Empleado registro 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102942 ,  , 2025-04-25 , 08:05:59 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510151 ,  , ALFA , BOLSA ,  , 5*10 ALFA NAT ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102943 ,  , 2025-04-25 , 08:07:45 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510253 ,  , LIZ , PAPEL ,  , LIZ CO DOBLADO ,  , CONSORCIO LIZ SOCIEDAD ANONIMA CERRADA - CONSORCIO LIZ S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102943 ,  , 2025-04-25 , 08:07:45 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510290 ,  , LA ECONOMICA , BOLSA ,  , 16*19 LA ECONÓMICA NE ,  , MILEN&PIERO PLAST E.I.R.L ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102943 ,  , 2025-04-25 , 08:07:45 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510484 ,  , PLASTIMIQ , BOLSA ,  , 12*16 TUCAN CO ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , WALLY VERDURA TIENDA , 99999999 , NT02-13694 ,  , 2025-04-25 , 08:08:03 , NOTA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510498 ,  , PLASTIMIQ , BOLSA ,  , 10*15 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , ADRIAN VERDURA , 99999999 , NT02-13695 ,  , 2025-04-25 , 08:09:00 , NOTA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510498 ,  , PLASTIMIQ , BOLSA ,  , 10*15 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , ADRIAN VERDURA , 99999999 , NT02-13695 ,  , 2025-04-25 , 08:09:00 , NOTA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510480 ,  , PLASTIMIQ , BOLSA ,  , 16*19 REAL NE ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , ADRIAN VERDURA , 99999999 , NT02-13695 ,  , 2025-04-25 , 08:09:00 , NOTA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510482 ,  , PLASTIMIQ , BOLSA ,  , 21*24 REAL AM ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102944 ,  , 2025-04-25 , 08:11:35 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510402 ,  , PAMOLSA , VASOS ,  , TROME BL ,  , DESCARTABLES PROVEEDORES S.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102944 ,  , 2025-04-25 , 08:11:35 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510498 ,  , PLASTIMIQ , BOLSA ,  , 10*15 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102944 ,  , 2025-04-25 , 08:11:35 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510141 ,  , ALFA , BOLSA ,  , 8*12*70 SOL NAT ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102945 ,  , 2025-04-25 , 08:12:56 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510225 ,  , FUERTAZA , BOLSA ,  , 20*30 FUERTAZA NEGRO ,  , GUARNIZ PRETEL WILLY HAINER ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102946 ,  , 2025-04-25 , 08:17:58 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510420 ,  , PAMOLSA , ENVASES ,  , DELI 1L  ,  , INVERSIONES MAGDY S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102946 ,  , 2025-04-25 , 08:17:58 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510325 ,  , PAMOLSA , ENVASES ,  , 1/2L EC BL CACER ,  , DESCARTABLES PROVEEDORES S.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102946 ,  , 2025-04-25 , 08:17:58 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510159 ,  , ALFA , BOLSA ,  , 3*6*100 NAT ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102946 ,  , 2025-04-25 , 08:17:58 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510498 ,  , PLASTIMIQ , BOLSA ,  , 10*15 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102946 ,  , 2025-04-25 , 08:17:58 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510487 ,  , PLASTIMIQ , BOLSA ,  , 16*19 REALCITO ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102946 ,  , 2025-04-25 , 08:17:58 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510301 ,  , NOVA , PAPEL ,  , PAPEL TOALLA NOVA ,  , ZV INVERSIONES GENERALES S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102947 ,  , 2025-04-25 , 08:21:13 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510483 ,  , PLASTIMIQ , BOLSA ,  , 12*16 TUCAN BL ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102947 ,  , 2025-04-25 , 08:21:13 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510476 ,  , PLASTIMIQ , BOLSA ,  , 12*13 REAL BL ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102947 ,  , 2025-04-25 , 08:21:13 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510154 ,  , ALFA , BOLSA ,  , 10*15*90 SOL NAT ,  , GLOBAL PERUVIAN S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102947 ,  , 2025-04-25 , 08:21:13 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510203 ,  , ALFA , BOLSA ,  , 3*6*50 CRISTAL ROJO ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102948 ,  , 2025-04-25 , 08:23:32 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510117 ,  , ALFA , BOLSA ,  , 12*16*100 NE ASITA ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102949 ,  , 2025-04-25 , 08:26:28 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510154 ,  , ALFA , BOLSA ,  , 10*15*90 SOL NAT ,  , GLOBAL PERUVIAN S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102949 ,  , 2025-04-25 , 08:26:28 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510290 ,  , LA ECONOMICA , BOLSA ,  , 16*19 LA ECONÓMICA NE ,  , MILEN&PIERO PLAST E.I.R.L ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102950 ,  , 2025-04-25 , 08:29:13 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510181 ,  , ALFA , ENVASES ,  , B5 SOL ,  , GLOBAL PERUVIAN S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102950 ,  , 2025-04-25 , 08:29:13 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510325 ,  , PAMOLSA , ENVASES ,  , 1/2L EC BL CACER ,  , DESCARTABLES PROVEEDORES S.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102950 ,  , 2025-04-25 , 08:29:13 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510203 ,  , ALFA , BOLSA ,  , 3*6*50 CRISTAL ROJO ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102950 ,  , 2025-04-25 , 08:29:13 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510143 ,  , ALFA , BOLSA ,  , 7*10*70 SOL NAT ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102950 ,  , 2025-04-25 , 08:29:13 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510160 ,  , ALFA , BOLSA ,  , 10*15 ARDI ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , DESAYUNO ESQUINA , 122222222 , BB02-102951 ,  , 2025-04-25 , 08:37:49 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510158 ,  , ALFA , BOLSA ,  , 7*10*90 SOL NAT ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102952 ,  , 2025-04-25 , 08:39:18 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510498 ,  , PLASTIMIQ , BOLSA ,  , 10*15 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102953 ,  , 2025-04-25 , 08:40:03 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510158 ,  , ALFA , BOLSA ,  , 7*10*90 SOL NAT ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102953 ,  , 2025-04-25 , 08:40:03 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510154 ,  , ALFA , BOLSA ,  , 10*15*90 SOL NAT ,  , GLOBAL PERUVIAN S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102953 ,  , 2025-04-25 , 08:40:03 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510476 ,  , PLASTIMIQ , BOLSA ,  , 12*13 REAL BL ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102953 ,  , 2025-04-25 , 08:40:03 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510308 ,  , PAMOLSA , PLATOS ,  , B2 FIRME ,  , DESCARTABLES PROVEEDORES S.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102954 ,  , 2025-04-25 , 08:43:15 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510284 ,  , PLASTIMIQ , BOLSA ,  , 10*15 ROLLOMIQ ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102954 ,  , 2025-04-25 , 08:43:15 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510149 ,  , ALFA , BOLSA ,  , 8*12 ALFA NAT ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102954 ,  , 2025-04-25 , 08:43:15 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510477 ,  , PLASTIMIQ , BOLSA ,  , 12*16 REAL BL ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102954 ,  , 2025-04-25 , 08:43:15 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510283 ,  , PLASTIMIQ , BOLSA ,  , RAYO 6OZ ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102954 ,  , 2025-04-25 , 08:43:15 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510148 ,  , ALFA , BOLSA ,  , 10*15 ALFA NAT ,  , GLOBAL PERUVIAN S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102954 ,  , 2025-04-25 , 08:43:15 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510150 ,  , ALFA , BOLSA ,  , 7*10 ALFA NAT ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102954 ,  , 2025-04-25 , 08:43:15 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510424 ,  , ALFA , PLATOS ,  , P17 PP ALFA ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102954 ,  , 2025-04-25 , 08:43:15 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510141 ,  , ALFA , BOLSA ,  , 8*12*70 SOL NAT ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102955 ,  , 2025-04-25 , 08:46:29 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510181 ,  , ALFA , ENVASES ,  , B5 SOL ,  , GLOBAL PERUVIAN S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102955 ,  , 2025-04-25 , 08:46:29 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510325 ,  , PAMOLSA , ENVASES ,  , 1/2L EC BL CACER ,  , DESCARTABLES PROVEEDORES S.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102956 ,  , 2025-04-25 , 08:47:48 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510470 ,  , HAWAI , VASOS ,  , 10OZ VERDE ,  , INDUSTRIAS HAWAI S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102956 ,  , 2025-04-25 , 08:47:48 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510469 ,  , HAWAI , VASOS ,  , 10OZ AMARILLO ,  , INDUSTRIAS HAWAI S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102956 ,  , 2025-04-25 , 08:47:48 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510240 ,  , EUROPEA , VASOS ,  , 3OZ ACRILICO ,  , INDUSTRIAS EUROPEAS S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102956 ,  , 2025-04-25 , 08:47:48 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510283 ,  , PLASTIMIQ , BOLSA ,  , RAYO 6OZ ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102956 ,  , 2025-04-25 , 08:47:48 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510184 ,  , ALFA , ENVASES ,  , P15 ARDI ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102956 ,  , 2025-04-25 , 08:47:48 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510190 ,  , ALFA , PLATOS ,  , B2 SOL NAT ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102957 ,  , 2025-04-25 , 08:48:07 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510190 ,  , ALFA , PLATOS ,  , B2 SOL NAT ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102957 ,  , 2025-04-25 , 08:48:07 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510143 ,  , ALFA , BOLSA ,  , 7*10*70 SOL NAT ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102958 ,  , 2025-04-25 , 08:50:56 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510192 ,  , ALFA , PLATOS ,  , B5 JUNIOR ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102959 ,  , 2025-04-25 , 08:55:09 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510293 ,  , EUROPEA , CUBIERTO ,  , TENEDOR 6 ,  , INDUSTRIAS HAWAI S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102959 ,  , 2025-04-25 , 08:55:09 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510255 ,  , PULPINI , PAPEL ,  , PULPINI SERVILLETA ,  , RINBRAX S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102959 ,  , 2025-04-25 , 08:55:09 , BOLETA DE VENTA , UNIDAD ,0,0,0,0,0,0, PEN , 2510U02 ,  , FUERTAZA , BOLSA ,  , 26*40 FUERTAZA NE ,  ,  ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-102959 ,  , 2025-04-25 , 08:55:09 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510181 ,  , ALFA , ENVASES ,  , B5 SOL ,  , GLOBAL PERUVIAN S.A.C. ,0, TONY TONY 
