 Razón Social , Empleado Venta , Almacén , Cliente Nombre , Cliente Doc. , #-DOC , # Doc. Relacionado , Fecha , Hora , Tip. Doc. , Unidad , Cantidad , Precio de Venta , IGV , Total , Descuento aplicado (%) , Conversión , Moneda , Codigo SKU , Cod. alternativo , Marca , Categoría , Características , Nombre , Descripción , Proveedor , Precio de costo , Empleado registro 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117370 ,  , 2025-08-13 , 08:02:37 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510255 , 255 , PULPINI , PAPEL ,  , PULPINI SERVILLETA ,  , RINBRAX S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117371 ,  , 2025-08-13 , 08:08:45 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510256 , 256 , PULPINI , PAPEL ,  , SERVILLETA GRANEL ,  , RINBRAX S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117372 ,  , 2025-08-13 , 08:10:04 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510149 , 149 , ALFA , BOLSA ,  , 8*12 ALFA NAT ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , MARTHA MARTHA , MARTHA , BB02-117373 ,  , 2025-08-13 , 08:15:56 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510154 , 154 , ALFA , BOLSA ,  , 10*15*90 SOL NAT ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , MARTHA MARTHA , MARTHA , BB02-117373 ,  , 2025-08-13 , 08:15:56 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510284 , 284 , PLASTIMIQ , BOLSA ,  , 10*15 ROLLOMIQ ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , MARTHA MARTHA , MARTHA , BB02-117373 ,  , 2025-08-13 , 08:15:56 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510285 , 285 , PLASTIMIQ , BOLSA ,  , 8*12 ROLLOMIQ ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117374 ,  , 2025-08-13 , 08:20:03 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510180 ,  , ALFA , VASOS ,  , 4*12 Brillosito ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117374 ,  , 2025-08-13 , 08:20:03 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510301 , 301 , NOVA , PAPEL ,  , PAPEL TOALLA NOVA ,  , ZV INVERSIONES GENERALES S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117374 ,  , 2025-08-13 , 08:20:03 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510190 , 190 , ALFA , PLATOS ,  , B2 SOL NAT ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117374 ,  , 2025-08-13 , 08:20:03 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510207 ,  , ALFA , BOLSA ,  , 4*10*50 CRISTAL ROJO ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , SILVIA VERDURAS , 99999999 , BB02-117375 ,  , 2025-08-13 , 08:28:56 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510518 , 518 , PLASTIMIQ , BOLSA ,  , 3*8*50 CRISTAL PLMQ ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117376 ,  , 2025-08-13 , 08:34:43 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510514 ,  , RIACORP , PLATOS ,  , P22 BAGAZO ,  , R & A GLOBAL BUSINESS CORPORATION S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117377 ,  , 2025-08-13 , 08:38:21 , BOLETA DE VENTA , UNIDAD ,0,0,0,0,0,0, PEN , 2510U02 , u02 , FUERTAZA , BOLSA ,  , 26*40 FUERTAZA NE ,  ,  ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117377 ,  , 2025-08-13 , 08:38:21 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510531 , 531 , PLASTIMIQ , BOLSA ,  , 7*10*90 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117377 ,  , 2025-08-13 , 08:38:21 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510530 , 530 , PLASTIMIQ , BOLSA ,  , 10*15*50 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117378 ,  , 2025-08-13 , 08:47:16 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510181 , 181 , ALFA , ENVASES ,  , B5 SOL ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117378 ,  , 2025-08-13 , 08:47:16 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510148 , 148 , ALFA , BOLSA ,  , 10*15 ALFA NAT ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117378 ,  , 2025-08-13 , 08:47:16 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510488 , 488 , PLASTIMIQ , BOLSA ,  , 4*8*100 CRISTAL PLMQ ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , JHON VERDURA TIENDA , 99999999 , NT02-14272 ,  , 2025-08-13 , 08:49:51 , NOTA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510498 , 498 , PLASTIMIQ , BOLSA ,  , 10*15 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , JHON VERDURA TIENDA , 99999999 , NT02-14272 ,  , 2025-08-13 , 08:49:51 , NOTA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510232 , 232 , TORITO , BOLSA ,  , 16*19*50 MILEN ,  , MILEN&PIERO PLAST E.I.R.L ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , ADRIAN VERDURA , 99999999 , NT02-14273 ,  , 2025-08-13 , 08:51:51 , NOTA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510498 , 498 , PLASTIMIQ , BOLSA ,  , 10*15 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , ADRIAN VERDURA , 99999999 , NT02-14273 ,  , 2025-08-13 , 08:51:51 , NOTA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510480 , 480 , PLASTIMIQ , BOLSA ,  , 16*19 REAL NE ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , ADRIAN VERDURA , 99999999 , NT02-14273 ,  , 2025-08-13 , 08:51:51 , NOTA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510482 , 482 , PLASTIMIQ , BOLSA ,  , 21*24 REAL AM ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , WALLY VERDURA TIENDA , 99999999 , NT02-14274 ,  , 2025-08-13 , 08:54:21 , NOTA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510498 , 498 , PLASTIMIQ , BOLSA ,  , 10*15 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117379 ,  , 2025-08-13 , 08:56:35 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510236 , 236 , EUROPEA , CUBIERTO ,  , CUCHARITA 5 ,  , INDUSTRIAS EUROPEAS S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117379 ,  , 2025-08-13 , 08:56:35 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510283 , 283 , PLASTIMIQ , BOLSA ,  , RAYO 6OZ ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117380 ,  , 2025-08-13 , 08:59:35 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510283 , 283 , PLASTIMIQ , BOLSA ,  , RAYO 6OZ ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117381 ,  , 2025-08-13 , 09:02:30 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510256 , 256 , PULPINI , PAPEL ,  , SERVILLETA GRANEL ,  , RINBRAX S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117381 ,  , 2025-08-13 , 09:02:30 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510192 , 192 , ALFA , PLATOS ,  , B5 JUNIOR ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117382 ,  , 2025-08-13 , 09:07:36 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510463 ,  , XIONGMAO , OTROS ,  , BROCHETA 10 ,  , TAI LOY S.A. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117383 ,  , 2025-08-13 , 09:10:05 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510509 , 509 , PLASTIMIQ , BOLSA ,  , 7*10*70 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117383 ,  , 2025-08-13 , 09:10:05 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510225 , 225 , FUERTAZA , BOLSA ,  , 20*30 FUERTAZA NEGRO ,  , GUARNIZ PRETEL WILLY HAINER ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117383 ,  , 2025-08-13 , 09:10:05 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510293 , 293 , EUROPEA , CUBIERTO ,  , TENEDOR 6 ,  , INDUSTRIAS HAWAI S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117383 ,  , 2025-08-13 , 09:10:05 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510412 ,  , PAMOLSA , VASOS ,  , 6OZ EURO ,  , R & A GLOBAL BUSINESS CORPORATION S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117384 ,  , 2025-08-13 , 09:13:03 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510524 , 524 , PLASTIMIQ , BOLSA ,  , 5*10 PLMQ ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117385 ,  , 2025-08-13 , 09:20:35 , BOLETA DE VENTA , UNIDAD ,0,0,0,0,0,0, PEN , 2510U03 , u03 , ALFA , BOLSA ,  , 140L UNIDAD ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117385 ,  , 2025-08-13 , 09:20:35 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510154 , 154 , ALFA , BOLSA ,  , 10*15*90 SOL NAT ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117385 ,  , 2025-08-13 , 09:20:35 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510510 , 510 , PLASTIMIQ , BOLSA ,  , 8*12*70 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117386 ,  , 2025-08-13 , 09:25:37 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510173 , 173 , ALFA , ENVASES ,  , 1L EC TR ALFA ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117386 ,  , 2025-08-13 , 09:25:37 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510531 , 531 , PLASTIMIQ , BOLSA ,  , 7*10*90 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117387 ,  , 2025-08-13 , 09:27:42 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510389 ,  , S/M , PAPEL ,  , CHOCOTEJA ENVOLTURA ,  , GRUPO PROEXCELENCIA SAC ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117388 ,  , 2025-08-13 , 09:29:14 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510293 , 293 , EUROPEA , CUBIERTO ,  , TENEDOR 6 ,  , INDUSTRIAS HAWAI S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117388 ,  , 2025-08-13 , 09:29:14 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510438 , 438 , HAWAI , VASOS ,  , 8OZ EUROGOLD ,  , R & A GLOBAL BUSINESS CORPORATION S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117389 ,  , 2025-08-13 , 09:29:24 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510280 , 280 , NN , OTROS ,  , BOTELLA 500ML ,  , HILARIO BECERRA JUAN ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117390 ,  , 2025-08-13 , 09:40:14 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510265 ,  , NN , OTROS ,  , RAYADO 5 ,  , PECHE CHAVEZ GUSTAVO ELEAZAR ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117390 ,  , 2025-08-13 , 09:40:14 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510495 ,  , PLASTIMIQ , BOLSA ,  , 14*20 BRPLAST ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117391 ,  , 2025-08-13 , 09:40:31 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510255 , 255 , PULPINI , PAPEL ,  , PULPINI SERVILLETA ,  , RINBRAX S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , GENOVEVA GENO , 111114 , NT02-14275 ,  , 2025-08-13 , 09:45:12 , NOTA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510154 , 154 , ALFA , BOLSA ,  , 10*15*90 SOL NAT ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-117392 ,  , 2025-08-13 , 09:46:31 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510226 , 226 , GUARNIZ , BOLSA ,  , 20*30 GUARNIZ NEGRO ,  , GUARNIZ PRETEL WILLY HAINER ,0, TONY TONY 
