 Razón Social , Empleado Venta , Almacén , Cliente Nombre , Cliente Doc. , #-DOC , # Doc. Relacionado , Fecha , Hora , Tip. Doc. , Unidad , Cantidad , Precio de Venta , IGV , Total , Descuento aplicado (%) , Conversión , Moneda , Codigo SKU , Cod. alternativo , Marca , Categoría , Características , Nombre , Descripción , Proveedor , Precio de costo , Empleado registro 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , ADRIAN VERDURA , 99999999 , NT02-14189 ,  , 2025-08-01 , 08:37:40 , NOTA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510480 , 480 , PLASTIMIQ , BOLSA ,  , 16*19 REAL NE ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115704 ,  , 2025-08-01 , 08:42:07 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510420 , 420 , PAMOLSA , ENVASES ,  , DELI 1L  ,  , DESCARTABLES PROVEEDORES S.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115704 ,  , 2025-08-01 , 08:42:07 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510293 , 293 , EUROPEA , CUBIERTO ,  , TENEDOR 6 ,  , INDUSTRIAS HAWAI S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115705 ,  , 2025-08-01 , 08:45:06 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510479 , 479 , PLASTIMIQ , BOLSA ,  , 16*19 REAL BL ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115706 ,  , 2025-08-01 , 08:48:27 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510509 , 509 , PLASTIMIQ , BOLSA ,  , 7*10*70 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115707 ,  , 2025-08-01 , 08:52:29 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510133 , 133 , ALFA , BOLSA ,  , 16*19 SOL BL ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115707 ,  , 2025-08-01 , 08:52:29 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510290 , 290 , LA ECONOMICA , BOLSA ,  , 16*19 LA ECONÓMICA NE ,  , MILEN&PIERO PLAST E.I.R.L ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115707 ,  , 2025-08-01 , 08:52:29 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510136 , 136 , ALFA , BOLSA ,  , 12*16*80 LORO BL ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115708 ,  , 2025-08-01 , 08:53:56 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510136 , 136 , ALFA , BOLSA ,  , 12*16*80 LORO BL ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115708 ,  , 2025-08-01 , 08:53:56 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510424 , 424 , ALFA , PLATOS ,  , P17 PP ALFA ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115708 ,  , 2025-08-01 , 08:53:56 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510154 , 154 , ALFA , BOLSA ,  , 10*15*90 SOL NAT ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115708 ,  , 2025-08-01 , 08:53:56 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510236 , 236 , EUROPEA , CUBIERTO ,  , CUCHARITA 5 ,  , INDUSTRIAS EUROPEAS S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115708 ,  , 2025-08-01 , 08:53:56 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510191 , 191 , ALFA , PLATOS ,  , B2 JUNIOR ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115709 ,  , 2025-08-01 , 08:54:37 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510420 , 420 , PAMOLSA , ENVASES ,  , DELI 1L  ,  , DESCARTABLES PROVEEDORES S.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115710 ,  , 2025-08-01 , 08:57:50 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510325 , 325 , PAMOLSA , ENVASES ,  , 1/2L EC BL CACER ,  , DESCARTABLES PROVEEDORES S.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115710 ,  , 2025-08-01 , 08:57:50 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510160 , 160 , ALFA , BOLSA ,  , 10*15 ARDI ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115711 ,  , 2025-08-01 , 09:00:47 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510280 , 280 , NN , OTROS ,  , BOTELLA 500ML ,  , HILARIO BECERRA JUAN ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115711 ,  , 2025-08-01 , 09:00:47 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510438 , 438 , HAWAI , VASOS ,  , 8OZ EUROGOLD ,  , R & A GLOBAL BUSINESS CORPORATION S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115712 ,  , 2025-08-01 , 09:02:56 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510283 , 283 , PLASTIMIQ , BOLSA ,  , RAYO 6OZ ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Jovany Menestras , 99999999 , BB02-115713 ,  , 2025-08-01 , 09:04:01 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510308 , 308 , PAMOLSA , PLATOS ,  , B2 FIRME ,  , DESCARTABLES PROVEEDORES S.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Jovany Menestras , 99999999 , BB02-115713 ,  , 2025-08-01 , 09:04:01 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510136 , 136 , ALFA , BOLSA ,  , 12*16*80 LORO BL ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Jovany Menestras , 99999999 , BB02-115713 ,  , 2025-08-01 , 09:04:01 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510158 , 158 , ALFA , BOLSA ,  , 7*10*90 SOL NAT ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Jovany Menestras , 99999999 , BB02-115713 ,  , 2025-08-01 , 09:04:01 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510156 , 156 , ALFA , BOLSA ,  , 8*12*90 SOL NAT ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115714 ,  , 2025-08-01 , 09:05:26 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510270 ,  , NN , OTROS ,  , FILM 18 ,  , GRUPO COMERCIAL MALI S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115714 ,  , 2025-08-01 , 09:05:26 , BOLETA DE VENTA , UNIDAD ,0,0,0,0,0,0, PEN , 2510397 , 7754005007726 , PEGAFÁN , OTROS ,  , CINTA 110 AZ PEGAFAN ,  , TAI LOY S.A. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115715 ,  , 2025-08-01 , 09:06:50 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510489 ,  , PLASTIMIQ , BOLSA ,  , 4*8*200 CRISTAL PLMQ ,  , PLASTIMIQ S.R.LTDA. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115716 ,  , 2025-08-01 , 09:08:48 , BOLETA DE VENTA , UNIDAD ,0,0,0,0,0,0, PEN , 2510U01 , u01 , FUERTAZA , BOLSA ,  , 20*30*1 FUERTAZA NE ,  ,  ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115717 ,  , 2025-08-01 , 09:11:28 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510462 ,  , RIACORP , ENVASES ,  , ALU 1/2 ER ,  , R & A GLOBAL BUSINESS CORPORATION S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115718 ,  , 2025-08-01 , 09:16:13 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510203 , 203 , ALFA , BOLSA ,  , 3*6*50 CRISTAL ROJO ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115718 ,  , 2025-08-01 , 09:16:13 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510136 , 136 , ALFA , BOLSA ,  , 12*16*80 LORO BL ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115718 ,  , 2025-08-01 , 09:16:13 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510510 , 510 , PLASTIMIQ , BOLSA ,  , 8*12*70 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115718 ,  , 2025-08-01 , 09:16:13 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510509 , 509 , PLASTIMIQ , BOLSA ,  , 7*10*70 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115719 ,  , 2025-08-01 , 09:21:20 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510318 , 318 , PAMOLSA , ENVASES ,  , 6OZ EC TR CACER PP ,  , DESCARTABLES PROVEEDORES S.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115719 ,  , 2025-08-01 , 09:21:20 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510315 , 315 , PAMOLSA , VASOS ,  , TAPA 6-8 CACER ,  , INVERSIONES MAGDY S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115719 ,  , 2025-08-01 , 09:21:20 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510255 , 255 , PULPINI , PAPEL ,  , PULPINI SERVILLETA ,  , RINBRAX S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115719 ,  , 2025-08-01 , 09:21:20 , BOLETA DE VENTA , UNIDAD ,0,0,0,0,0,0, PEN , 2510U01 , u01 , FUERTAZA , BOLSA ,  , 20*30*1 FUERTAZA NE ,  ,  ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115720 ,  , 2025-08-01 , 09:24:57 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510438 , 438 , HAWAI , VASOS ,  , 8OZ EUROGOLD ,  , R & A GLOBAL BUSINESS CORPORATION S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115720 ,  , 2025-08-01 , 09:24:57 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510280 , 280 , NN , OTROS ,  , BOTELLA 500ML ,  , HILARIO BECERRA JUAN ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115720 ,  , 2025-08-01 , 09:24:57 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510158 , 158 , ALFA , BOLSA ,  , 7*10*90 SOL NAT ,  , DISTRIBUIDORA FORTIPLAST E.I.R.L. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115720 ,  , 2025-08-01 , 09:24:57 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510190 , 190 , ALFA , PLATOS ,  , B2 SOL NAT ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115720 ,  , 2025-08-01 , 09:24:57 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510236 , 236 , EUROPEA , CUBIERTO ,  , CUCHARITA 5 ,  , INDUSTRIAS EUROPEAS S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115721 ,  , 2025-08-01 , 09:26:10 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510225 , 225 , FUERTAZA , BOLSA ,  , 20*30 FUERTAZA NEGRO ,  , GUARNIZ PRETEL WILLY HAINER ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115722 ,  , 2025-08-01 , 09:34:45 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510235 , 235 , EUROPEA , CUBIERTO ,  , TENEDOR 5  ,  , INDUSTRIAS EUROPEAS S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115723 ,  , 2025-08-01 , 09:35:34 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510510 , 510 , PLASTIMIQ , BOLSA ,  , 8*12*70 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115724 ,  , 2025-08-01 , 09:37:46 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510192 , 192 , ALFA , PLATOS ,  , B5 JUNIOR ,  , GRUPO PERU ALFA TRADER SOCIEDAD ANONIMA CERRADA ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115725 ,  , 2025-08-01 , 09:40:07 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510510 , 510 , PLASTIMIQ , BOLSA ,  , 8*12*70 RAYO ,  , POLIMIQ DEL PERU S.A.C. ,0, TONY TONY 
 INVERSIONES HRCII S.A.C. , TONY TONY , Tienda Tantamayo , Cliente Genérico , 99999999 , BB02-115726 ,  , 2025-08-01 , 09:41:02 , BOLETA DE VENTA , PAQUETE ,0,0,0,0,0,0, PEN , 2510412 ,  , PAMOLSA , VASOS ,  , 6OZ EURO ,  , R & A GLOBAL BUSINESS CORPORATION S.A.C. ,0, TONY TONY 
